commentText,Labels
nice mam .. I can easily understand ur recipe only .. nice way of explanation :),4
hlo maim. ..nice recpie,2
thankyou,1
Thxx  Mam  For  The  Great   Recipe.,1
"very nice. boot achay method h sehkany ka, God bless you",4
nice,3
"Madam ji, moen kya hota hain?",7
i will try at home thanks,1
yummy,2
mam can we use dry peas after boiling instead of green peas??,7
Hello mam apki recipes bahot hi easy rhti hai aap muje ye bataye ke agar sabudana vada banate waqt agar wo oil me fat jay ya fail jay to kya krna chahiye plz rply me,7
thanks mam i am very thankfull to you to help me,1
thank you!,1
mam i have tried your recipie.it was superb no difference b/w home made n out side samosa.i am thank ful to you for sharing such a great recipie.thanx,1
I like your cooking,4
Very nice mai ghar me try kiya muje bahut happy huva ki bahut test se bani thi so thank you so much mam,1
Thanks mam,1
Mam mera matlb the samose bahar se bhot hard bante hai crespy nahi bante,6
I always follow ur recipes.,4
You are just fantastic ðŸ˜ŠðŸ˜Š,4
thanks mam,1
Mam maine samose bnye the but bahar se soft nahi bne why?mam please app batey,7
fantastic presentation of samosa recipe thanks keep it up,4
very nice,3
Nice explaination,4
THank you Very much .. But tell me u live in India,1
thanks for samosa  recipe..,1
kya main is recipe ka istamal kar sakti hoon??lekin uske andar cheese ka filling dalkar?,7
thanx for such a nice recipe i will try it soon,1
i like samosa very much with chutni.,6
"respected Nisha mam you are the Best..!
& just luv the way you speak with so much luv & respect....!",4
Thank you for a great recipe and very well presented too.,5
bahut achcha hai,2
"samosa .nan..palak paneer ..etc evrythn iss succesflly prepred ...
 we wtch ot daily :))",6
Thnku nisha ji apki recipies hum dekht he aur try krte he....aur jjo bhi banaya wo sb sahi tarike se banta he .. aur update krte rhiye .. it helps us .! gud job keep it up !! :)),5
awesome receipe  I am going to try this  for  sure,2
kya samosa banakar rat bhar freeze me rakhakar subah tal sakte hai ??,7
this is awesome... I'm gonna try this tonight :) hats off to you Ma'm :),5
mind blowing explanation mam...,4
nice samose,2
superb,3
mam apka explaination bht acha hai,4
"Thank you for the recipe, u have such a sweet voice!!",4
wow mam your presentation is so good and you make us confident in cooking thank you,4
Is it Samosa ???,6
Hello Ji Namste Ji...you are very nice cook like my mom,4
hi mam how r u I love u r cooking and everyday I watching u r cooking show's .u r ex Lent thaku,4
Very good recipe i will tryi,2
excellent recepie. like it very much. thanks for sharing this recepie,5
i like it very nice i try now & thanks,1
hello ma'am... I have question...shamucha ki ata banany ki liay kay may ghee ki jaga normal oli use kar saktahu???,7
hey so bad samosa,2
Again u made my day...They were yummy....Thanks alotðŸ˜,5
nishajj  jad  ham  gar  me  samosey  benatey  hae  to  wo  thneda  hone  per  useme  khecao  aa  jata  hae  ku,7
Thanq,1
"nisha ji you are the best. I like your taking style. and your amazing respes 
to me your my mother. i love you.",4
"nishaji,hi, I tried smosa recipe.first time I was successful. it was awesome.thank u very much I have become ur fan.",5
u r really great for sharing this recepie,4
I just prepared them.. All my family members are loving them.. Thank You for the recipe ma'am.. and I love the way you talk.. would love to watch and learn all other video recipes of yours..,5
awesome,3
very nice recipe,2
very nice thank you,5
very nicely explained mam..Thank you very much,4
can you bake them instead of frying?,7
Very nice thankyou,5
i mostly try all ur recipes and in 1st attempt only they tastes yummy .... ill also try the samosa recipes ..... u really rock,4
nisha mam i really like ur recipes and the way make us understand each and every tiny bits of it,4
"nice, thankyou",5
mam today I make samosay but bubbles comes while deep frying this problem comes always y so?,7
"Hi Mam..saw your replies below for the reason of soggy samosa
I did add ghee and the flame was not high too..
what is meon which you are saying mam?",7
mam pls reply of my question ... meri sadi hone vali hai or mujhe apki recipe ki print out nikalni hai pls ap bataiye me apki recipe ki print kese nikalu .... pls reply mam ...,6
Mam maine samose try kiye the sunday ko crispy nahi bane kya galti hui mere se plz tell me ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,7
thank you sooooooooooo much,1
hello madam .... me apki bahut si video dekhi or mujhe  sab videos pasand hai per mujhe apki video ki recipe's ki print out nikalna hai to ky ap mujhe batayegi ki recipe's ki print out me kese nikal sakti hu pls,6
your tip inbetween r very useful not many cooks give imp tips,4
samosa,6
very good   mam so very nice thanks to u,5
nice super,3
Good way to explain the process!!!,4
I had try this and everyone like it ur recipe's are very very good thank you,1
"thank you for sharing this video , it was helped in cooking samosa !!!! me and my friends cooked it , it was easy to do and we loved it alot!!!!!",1
gehu k aate se bna sakte hai?  mujhe maide nhi pasand,7
nisha ji tail ka mooyan dale to bubbles aynge kya,7
I like your video ... I  will try the recipe for sure …,3
"Namaste auntyji,
Aap bohot achhe tareeke se ekdum jaise koi ghar pe aamne saamne seekha rahe hai aise bolti ho. Really like it.
I am new to cooking n m definitely following ur recipes. 
Thanks,
Ishani",5
"Madam, love your way sharing the recipe, so much of love, compassion and simplicity.  Aap jiyo hazo saal, saal ke din of pachas hazar..",4
auntyji the way you explain the recipe is really good and makes it really easier to make them thanks for samosa ..,4
aunty I want to learn stuffing of gujrati masala...,6
onionrings,6
Thanks  again,1
It is easy...,2
Nice & simple recipe to follow Nisha Ji,2
whether wheat flour can be used in the place of maida ?,7
very nicely shown madhuji...hum is tarahse zaroor try karenge..,4
shokryaÂ  anddi jaÂ  I make it at home so it was so goodÂ  loveÂ  form afghanstan,6
Nice,3
osaThank you for helping to make sam,1
i love samose,6
v nice dedi,3
"hi, I like ur recipes,  always watch it",4
"hi, I like ur recipes,  always watch it",4
"hi, I like ur recipes,  always watch it",4
Hello nisha ji wow what a samosa receipe   very easy and quick thank you teach us new new easy receipe please lot of thanks again,1
great way of explaining mam........,4
Your way of telling receipeis very good thanx mam,4
I like your method,4
today i make this samosa its really yummy vry gud i like it vry much,2
"hello...nisha ji...i like ur all the recepies.. i just made samosas they are very tasty...
thank u",5
"Great video. I succeeded in making Your samosas few times already. Last time I made mince stuffing, and today I will make them with a little bit of a Polish twist. I will use twarog (Polish paneer like cheese) with fried onions, boiled potatoes and black pepper (which is common filling for pierogi).",3
Very yummy I'll definitely try this nisha mam,2
Thanku,1
"I am making these tonight for my husband. How can I make the sauce for them? The sweet, deep colored sauce, spicy sauce, and onions to go along side them.",6
I love your way of teaching n your talking sense ... Love you .. Mam,4
Mam ... samosa bahut yummy  heyy thax for the recipe,2
You are so amazing coz you make cooking seem so easy!,4
"Just amazing recipes ever tasted
Thank u sooo muchhhhh maam",5
Thank you so much mam Â I really like samosa's. Even my American friends like samosa's. I will make this for my friend.,1
hi nishaji you are the best chef according to me,4
Mam sacchi mai bahut acche samose bne the thanku mam,1
You're cooking amazing and your racipis true amazing,5
Thanks a lot Nisha ji. I will give it a try in this week and let you know how it was. But it was nice watching you describe so clearly. :) thanks a lot.,5
Very nice,3
hi nishaji you are the best chef according to me i loveeeeeeeeeee your recipes can you apload the recipe rajbog plzzzzzzzzzzzzzzzzzzzzz,4
Awesome Nisha,3
Such a cute way of talking :D,4
Looks delicious,2
Understand,6
Stop smiling,6
Very easy method of making dishes,4
"Hy mem...i tried this receipe...so testy...
Big thnak youuu for u...",5
"Moen kia hota hai Nisha ji?
English mei iska nam bata dain tou dhondnay mei asani ho jaye gi",7
"Very nice. I have yet to try the recipe.
Thanks a lot for explaining the recipe on detail",5
Nisha aunty apse maine kafi kuch banana sikh liya thank u,1
"Hello Nisha mam..i have tried lot ofÂ recipes of yours.
It's really awesome (Specially nan khatai and samose)....I thing i like most that, you always shared quantity of ingredients in cups or bowl measurements .",4
So nice,3
Thanks for osam recipe Nisha mam.I maid samosas and it was osam and delicious.Thanks once again :),5
Thanks didi,1
MADHULIKA JI THANKS,1
I like samosa. thank you nisa,1
Nic  samosa,1
"the actual trick in Aloo Samosa is how you fold and make cone..... u have nailed it Nisha ji..... before frying itself the Samosas are looking like real samosa, (i mean perfect shape)... i am really thank ful....
maine kafi baar samaosa try kiya hai, but woh folding sahi se hota hi nahi tha.... is baar zaroor mast bangea....",4
Very very very nice,3
Anti it was good but little problem with kajos,6
i understand very easly thank u jee,5
u rock!!!!!!!!!!!!!!!!!,4
Thank you soo much for this video,1
Thanks for the recipe... I usually doubleÂ quantity Â andÂ freeze some samosa to do them when I have not enough time... They taste well too!!! ;))))),1
thanks alot nisha jee your videos helped alot when i was pregnant and these samomas are awesome.. you are great!!,5
Thanks ðŸ˜‹ðŸ‘ŒðŸ‘ðŸ˜‹ðŸ‘ŒðŸ‘ðŸ˜‹ðŸ‘ŒðŸ‘ðŸ˜‹ðŸ‘ŒðŸ‘ðŸ˜‹ðŸ‘ŒðŸ‘ðŸ˜‹ðŸ‘ŒðŸ‘ðŸ˜‹ðŸ‘ŒðŸ‘ðŸ˜‹ðŸ‘ŒðŸ‘,1
Thanks nish anti,1
Very good  I learn,3
Madam  I tried  it  many  times  but  the  crust  of  samosa  never  came   crunchy  it  always  become  soft  please  help,7
"Madam today I tried making samosas but only issue I faced was that, I added ghee as per your proportion but may be because of homemade ghee meon was too much because of which it was difficult to knead the dough... Can u give me some suggestions..",7
verry yummy recipe.,2
you are the best madam,4
Which garam masala do you use?,7
"awesome recipe,keep it up mam",5
Plzz help me,6
Nice a one,3
Thanks !,1
"and one thing i Â ask for you that can we use dalda instead of ghee..
Â plzzz rply meee plzzzzzzzzzzzzzzz
:-)",7
thank you very much auntyy its very easy and i tried this recipe,5
"Nisha aunty maney aaj samosa banaya sab thik jarha tha , but frying tey time bubbles agey big, big maney ghee ki moen bhi daali thi jesa aap ney bola tha ..taste shi h tha, shape bhi shi thi ..plz kuch trick h kya ..may aap aap key response ka wait karugi..plz",6
This is very gud racepi and very esay I am tring this,2
very guuud description MADHULIKA JI THANKS,5
Thank you Maaji for the great receipe and the techniques to follow,5
very good,3
Not only this but all of ur videos are fantastic.n u teach us in such a way dat we can learn easily...thanks very much n xo xo very great wishes.....,5
Nice one,3
Very Nice Precentation,4
"Hi Nisha Aunty,u are tooo gud in all your veg. recipes. i really really love your videos.",4
Nisha aaunty i just love you.......kyuki main jb bhi kuch naya try krne jaati hu kuch naya pakane jati hu main bs aapko hi yaad krti hu aur bs apke channel ko hi surf krti hu....aur meri bht tarref hoti h...aur main khti hu nisha aaunti zindabaad..............,4
Awesome Nisha ji,3
"missing aaloo samoses....thanks for uploading tips aunty...
well i live in colombia and here most of the spices not available..",1
"Nisha ji, bubble wala sawal ka jawab to aapne bina bataye de diya â˜º
Plz ye bataiye ki jo pleats daali hai wo kyu ? Kya sirf shape hai ya koi aur reason???",7
Mam apke recipes bahot bahot ache hai aur mam ap b bahot sweet hai,4
"Very tasty, yammy & crispy samosa .now making samosa is so easy for everybody.",2
Nisha ji aap kamaal ki hai... allah aapko hamesha khush rakhay.,4
WISHING U & UR FAMILY HAPPY NEW YEAR,6
Happy new year,6
I looooooooooooooooooooooove samosa......!,6
Thank u,1
"Is it possible to freeze samosas in freezer for some weeks, once i need to eat, can I fry them?",7
great method to make samosas.,4
"U r really awesome Nishaji...I have tried many recipes of urs...vegetable biryani, sonth ke laddu, and many more (meri friend ki delivery ke baad maine use aap hi ki tarah laddu banakar use gift kiye, use bahut pasand aaye...thanks Nishaji...Main Dubai mein rehti hun isliye kabhi kabhi kuch ingredients nhi milte yahan...par phir bhi aapki recipes try karti rehti hun aur wo bahut acchi banti hain.

Thanks thanks very much Nishaji.
Keep sharing",1
"lazeez Samose,thanks Nisha ji",5
Too yummy in Sardi ....,2
I read your Journey from Housewife to Top Youtubers. You're such an inspiration for all women who have talent but unable to show to the world. Thank you mam for your contribution to make the internet a better learning place.,4
Maine banaya par bread roll karte timre bread fat jati hai stuffing bahar aa jata hai kya krna chahiye,7
Thank u am,1
Hi Mam .Ur voice is very sweet and Thanks for this awesome receipe. Here is one confusion...In which oil I have to fry these sholey. kindly tell,5
Even the kids liked it..... thanks madam...,1
Mam can I add  boiled potato in this staffing,7
"Hi aunty

Jus wanna thnku alott
Ur recepies are alwz saviour n amazing...i made them tdy,evrybody loved ittðŸ¤—ðŸ˜ðŸ˜˜ðŸ˜—",5
"U r great madhulika mam...
Love u mam",4
"nice mam  gangaur  ke time kaam ayenge,  roll ke liye best bread kaun si hoti hai kabhi kabhi choti 10 wali tut jati hai",7
I love you mam aapka voice bahut pasand hai,4
Thanks mam namaskar ji ðŸ™ðŸ’•,1
Can we use brown bread??,7
Mam apne rasgulla ki recipe batayi thi to miane bhi tray ki thi lekken paneer me ka pani puri tarh sukha nahi kyu mam,7
Mam ghar pe khameer kaise bana sakte hai pls tell me mam pls pls,7
Thank u mam.  U are so nice Sweet and a good MentorðŸ™‚,5
Wow very yummy thanku mam  itni  bdhiya  recipe hmko  sikane  ke  lye,5
ur best ðŸ‘ŒðŸ‘ŒðŸ‘Œ,4
"Thanks ma'am for inspiration &
Nice recipe
I am newly joined yutube",5
love u mam ap hamesha hi bohot hi shandar recipes batate hai. thank u so muchh,5
Nice recipe mam thanks,5
ðŸ™ðŸ™ Osm Recipi ke liye bahut bahut Thanks ðŸ™ðŸ™,5
Yummy mamðŸ˜‹ðŸ˜‹...thanku so much ...,5
ðŸ‘ŒðŸ‘ŒðŸ˜©bhot achi Recipe he aapse bhot Kuch sikhne ko milta he Thankyou,5
Nice mam u r amazing,4
Instead of frying can v toast the bread,7
Thanks for the recipe. I just tried it today.,1
Very nice .thank you,5
"Hello Mam,

Bread bht Jada oil soak karta hai uske liye khch solution btaiye please.",7
"Very nice
Thanks you ma'am",5
Can we make dhai ke kabab rolls in advance,7
Maine share kr diye THNX,1
Mam ur mathod of recepie is always gd nd ur too gd also,4
bahut  achche  bane  h man kar raha  h  abhi turant  banau jarur  banaugni  thanku  so  much,1
i love you mem really your are so cute..... and the aap ki recipes saree awesome rehti haiðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜,4
Maa your are queen of cooking.,4
Nishamadhulika ji aap baht intelligence ho,4
Ma'am ur a great mind-blowing cook,4
Ur recipes are awesome ðŸ˜ðŸ˜,4
THANKS FOR SHARING THIS VIDEO MY SON LOVES YOUR RECIPES AND I ALSO AND WE MAKE YOUR RECIPES,1
"Nisha ma'am, kya dahi Ke bread rolls ko Air fryer me bhi banaya ja sakta hai?",7
"Superb Recipe ! 
Thanks for sharing ! 
Your style of explaination is so soft and full of motherly love .",5
U are so humble mam.ðŸ˜š,4
so nice to see this video aunty... ap ka samjhaanay ka tareeqa is awesome....,5
I love not only your recipes but more to your calm nature,5
Thank you!ðŸ˜™,1
Ur all Recipies r so nice Mam wish to Meet U ðŸ˜Š,4
"Thank you mam, ye bahut easy or achi recipe h. Mere husband pehli baar jab mujhe mile the tab hamne ye khaye the ek restraunt me, Tabse wo kehte h ye banane ko. Ab jarur banaungi..Bahut easy lag raha h..Thank you for this  recipe.",5
awesome mem very tasty,5
Wow so yummy,5
Can I use brown bread instead of white bread?,7
Jis Tel  me aap fry karti hai vo Tel kitni bar use karti hai. Kyonki ek bar use kiya hua Tel bar bar use nahi Kar sakte. To kya Tel fank deneka?,7
"Mam thanks for sharing such a yummy recepe
I have tried it
And all love it.",5
mam aap kitna simple or clearly bnate ho bhut bdiya,4
thank you very much mem,1
Mam instead of deep frying can we roast it on Tawa sprinkling some rai on the Tawa?,7
Mam ure my favorite chef on you tube... I love watching ur recipes.. Do keep posting new recipes.,4
Thanks mam for this recipe,1
Paneer ki jgha kuch or nhi daal sakte,7
Thanks mam,1
"Excellent idea, mam.",4
Thanks for the recipe. I tried and they came awesome.,1
Mam jo oil fry krne k bad bch jata h uska use kaise kre kyoki diettion khte h ki ak hi oil m bar bar deep fry nhi karna chahiye,7
Ye banake rakh sakte hai kya?  And guest aae tab just fry kardo?,7
Thanks wow so nice,5
y bahot hi acchi dish h thanks maim,5
Very well explained and looks yummy too. Thank you for sharing.,5
All your recipes are very nice and also easy... I just love dahi kabeb's... You are such an inspiration;). ;),4
Agar paneer naa ho to chalega kya,7
Can u tell me the brand of kadahi that you are using here?,7
Aunty agar hum bread mein sidha stuff kre toh?,7
I always used to see your video whenever i have to make something new something different and very much tasty thank you so much mam your recipe was so easy that any one can make food so easily you make cooking so easy for others  thank you so much mam my mom also loves your video she also used to see your video and make food,5
"very. nice 
so sweet Nisha madhulikaji
ðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ¤—ðŸ¤—ðŸ¤—ðŸ¤—ðŸ¤—ðŸ¤—",5
Sweet stuffing bhi bhar sakte h isme,7
"Mam, you are very soft spoken, i love watching and learning your cooking recipes ðŸ˜ŠðŸ‘ Lots of love",4
You top recipes in YouTube   thanks mam apna recipe share KariðŸ˜ŠðŸ˜ŠðŸ˜Š,1
Very good recipes Explanation also best,4
"Mam it's really easy and yum,.. Thank you.",5
Agar Hum paneer nahi Daalenge to nahi Banega,7
thank you madam,1
Thanks mam for this recipe,1
thank u Mam,1
mam your recipes are too good and helpful ðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ‘Œ,4
Agar ghar pe guests aane ho nd us samay na fry kar paye toh kya mc can k trah thoda fry karke freezer mei rakh sakte hai next day dobara fry karke serve kar sakte hai,7
Mam agar stufing rat me taiyar krkw rakh le subha ke liye to kharab nhi hoga aur kya iske upar bhi maida ka ghol halka laga sakte hai,7
You are great cook mam,4
"
Thank you maâ€™am 
Will definitely gonna tryðŸ˜Š",1
"l like it most so yummy 
thanku mam",5
very nice recipe mam you are so sweet mam,5
"I tried your all recipes, but did not work out, then I try to find out why? and then I come to know, I did not put my love inside my recipes. but you do..love the way you make..the way you speak..thank you",5
Such a simple yet unique recipe! Loved it! Would definitely try soon.And also you are soo cute aunty,5
Also one req could you please suggest an easier method of  turning to the bread into rolls...this seems to be risky,7
thanks your receipt.,1
Mam your recipe too good or aap bahut ache tarike se samjhane ho thanks mam,5
very nice mam ..thank you for this evening nastaðŸ˜‡,5
Prepared at home. Great test. Thank you,1
nishaji how   cool are you.your recipes arevery interesting and fusion of traditional and modern dishes,4
"yummy , mouth watering Recipe .Thanks for sharing",5
"Nisha Mam, Bread curd fire roll just fantastic. Thanxxx",1
Mam very nice recipe Thanks ðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ‘ðŸ‘ðŸ‘ðŸ‘,5
You're so cute!  ðŸ’“,4
You r  great,4
This is soooooo yummy!!! But paneer causes me stomach ache. Can I use grated boiled potato & onions instead?,7
aap bahot pyare ho nisha anti,4
mam how to make hung curd,7
Love you mam... Ur recipes are always good... Easy to make... And tasty and ðŸ˜‹,4
 thanks mam,1
"v yumm
tasty
i like ur ol reciepes mam
thx mam",5
hum carrot ki jagha tomato daal sakte hai,7
you are so great mam,4
Very nice. Thanku for the receipie,5
You are making nice  food,4
mam agr polothin nhi mile to aur hm ise kaise roll kr sakte h,7
Aunty jaanu hum aur konse masale aur vegetables daal sakte hain? kiya shredded chicken bhi use kar lein?,7
Mam aap lajwab ho.,4
man Kya ham aate wala bred use ker sekte he,7
Madam this recipe is awesome. Full marks to it and your explanation. Thanks,5
"Tried your recipe of dahi kabab
Tasted yummy. But absorbing too much oil.  Please tell some tip so that kabab doesn't absorb oil",7
Mam esko m raat ko bnakr freezer pr rakh kar kya mrng m fry kar skti hu thnx for ur reply,7
mam... i have a question...aise fry krege to..bread m tel bhr jayega na...its will be too oily?,7
Kya raat m. Bna ke rkh ke subha fry kr skte h,7
Carrot ko skip kr sakte h mam,7
A very 2 delicious recipe. Thanks mam,5
Navin recipe thanks dee,1
"Bina paneer 
ka nahi Banega",7
Well done mam,4
Nice mem but bred ko talnese oil bahot rehta hai to plz upay bataiye,7
I like your every dish,4
Hung curd Ke liye kitna time hang krna pdta h ??? Reply fast. Mje aj evening mein bnana h,7
Thank you aunty for this nice recipe,5
"Thanks, you made it so easy to learn the recipes quickly",5
"Awsm reciepe .U R my favourite in U tube 
Thnx nisha mam",5
Madam ...can we use Puri press instead of rolling pin to press bread slices,7
Nice recipe mam  paneer  mujhe  nahi pasand paneer  ki  jage  hum kya le sakte hai mam,7
Can we bake it? if so at what temprature &for how long?,7
Maam aapki bread itni perfect kaise hai? Jb hmne try kia toh roll krte time bread toot rhi h poori..plz reply.,7
Superv mam....spcly jb aap bolti he...milne tak milaynge...mjhe bht acha lgta h...ðŸ˜ƒ,4
"I am from Nepal. I run the restaurant in  Pokhara, Sarangkot. I am very happy that this channel help me to improve my cooking skill. Thanks mam",1
Awesome receipe & thnx ma'am,5
Mam your recipes are great n easy to make ðŸ‘ŒðŸ‘Œ,4
Mam dahi jo hai vo bazaar wali la sktey but ousska bhi paani nikalana padhega kaise nikaley,7
Maam u r really great. ..,4
You are super woman,4
"super receipe,mam Kya hm isse microwave Mai bhi bna skte hai,aur Han to Kon se mode me kitne der tk cook krna hoga",7
Great mam.....It's different but looks very nice......,5
what else can we add instead of dahi,7
Mam ager humare pass plastic sheet na ho to kya kerna chaiye?,7
corn flour k ghol se b pest kr skte h naa kone?,7
Testy very nice,5
isse garam garam parosana h ya phir thanda bhi de sakte h...pls reply,7
Well job have done. Thank you for sharing. Keep well,5
Agar Simla mirch pasand na ho to,7
Aap simple cheezon se kya ban sakta hai yeh batati hain. Bahut swadisht lagten hain. Thanks!,5
Can we use brown bread,7
Mam Maine try kiya Bhut hi acchi bni sbko Bhut acchi lgi....mam aap Bhut hi pyar se smjhati hai luv u mamðŸ˜˜,4
Mam u r best.Thanks for your great recipes and plz make more videos.,5
Helloo mam mai aap ki recipes banati hoo mere kids bht khush ho k khate thanks mam ðŸ˜˜,1
Thankyou soo much â¤ðŸ˜š,1
"Thanks mam 
you teach step by step 
thanks again",1
Mem aap bolti bhot achaa mashallah se,4
nice recipes aunty .....kya mai isko phele din bana ke rakh sakti hu kya ...plzz reply?,5
Radhey radhey. Its really very easy. And its better than outside junk food. Thanks,5
ðŸ¤—ðŸ¤—ðŸ¤—ðŸ¤—ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ™ aap ji ka Very thanks ji.,1
Love you ma'am... U r sweet like my Mumma ðŸ˜˜,4
Thank you for your taste recipe. All your recipes are very very very very good.,5
Nice Chef,4
aunty app bohut cute way me bolti ho luv u,4
I like ur all recipes....,4
Mam app sachi mein bhagvan ji ka vardan hai jo intni achi chize banana shikati ho..... aur app bolti bahut hii acha hoo,4
Can we microwave them instead of frying,7
Mam you are great ... your recipes very interesting and easy to cook ... thank you so much ... ðŸ˜ŠðŸ‘ðŸ»ðŸ‘ðŸ»ðŸ‘,5
U r genius maâ€™am,4
Men bhot acchi recipe he but ham banye aur ye. Bred  toote to kya karne ka phir,7
Bahut hi acchi recipe h mam thanks for such reciepes,5
Ghee bnate hue jl jae  to  kya kre,7
Very nice recipy aap bht hi ache se smjhati hai sari cheezeðŸ˜‚ðŸ˜‚,5
Yummy recipe.mam Kya es ko bake kar sakte hai,5
ðŸŒ·ðŸŒ·very nice receipe in winter mam thanks .,5
Thanks mem ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹ðŸ˜‹,1
Very nice mem aap bhut acche se batate ho easily ekdumðŸ˜Š ðŸ˜Š,5
I will try it..nd thank u mam,1
madam aap bahut accha batati hai thank,5
"Amazing 
Great lady great dish",5
Is there an alternative to paneer?,7
Mam....Bread is breaking when i am rolling from roller...what is the substitute way for this,7
Papar khat kia hoti he agar nahi dalege to papar nahi nane geðŸ˜”,7
"Mam i can refuse cheese, idont like cheese but i like this recipe
. plz ans me",7
Thank you for sharing this recepie good knowledge,1
What is curd? Yoghurt?,7
Mam you r amazing love from pakistan,4
thanks mam,1
Thank you maidam,1
U r amazing mam,4
Isko air fry Kar  sakte h kya,7
Madam very nice bread bowl pizza. Can we make with out oven.,7
Mam brown bread men bi bna Sakte hai,7
"I made this recipe, everyone like it. But want to check can i will potatoes as well in filling.",7
Nishaji i like ur recipes . they are easy and very testy ...,4
respected mam Jo apne bread rolls recipe shere ki h kya isme cabbage ki jgh cauliflower use kr skte h???,7
hi mam your recipe is very nice. I just want to ask can we semi fry these breads and keep it.,7
Apka bolne ka style bahuuut achhhaaaa h..,4
Aapne mujhe itna kuchh sikhaya hai. Aap ki saari recipes ke ingredients ghar par hota hai. Thank you so much,1
 Thank  you  so much for ur recipes ðŸ˜€ðŸ˜€ðŸ˜€,1
Mam ghee bhar jata h fry karte time kya karna chahiye,7
"Thanks , i always see this in parties and i love it but don't know how to make today i know thank u so much",1
My daughter love this bread  rolls ðŸ˜ðŸ™ðŸ½thanks for sharing mam,1
So yummmm rolls... I tried this evening.. This was so easy and quick.. Thanks for such a good recipe!!,5
"Thanks Ma'am, your recipes are always awesome!!",5
"Nice video
Nice work
Awesome recipe
Excellent",5
Agr hum paneer na dale to,7
"Well, don't wanna say much bas aap meri cooking goddess ho. Maine class 11th me home science li hai aur aapke wajah se mere hamesha bahut achhe grades aate hai. Aap har baat ko precision aur accuracy ke sath batati ho aur aapki recipes bahut achhi hai. Thankyou very much Ma'am.",1
Ma'am kya isko maicrove me bhi bna skte h kya,7
Aap bahut hi meetha bolti hai,4
Thanks aunti g,1
My family enjoy it and like it thanks Mam,1
apke. smjhne  ka tarika  bhut psnd  hai mjko mem,4
You the best teacher for the beginners specially for Indian cuisine,4
"Bohat pyari hain ap,bolti b acha r cooking b zabardast",4
Very good and tasty reciepi mmmmm I loved it thank you Nisha Madhulika Mam to share this reciepi with US,1
Amazing recipe :) and ma'am you are too sweet :D,5
Really  mam u r the talented women in the world,4
Hello mam can u advise me kya inhe bread ki stuffing 2-3 hours phele bana sakte hai before frying,7
Can we use mayonise instead of hung curd??,7
Hello Nisha mam ðŸ™ mam kya hum ye bread roll banake fridge me ya bahar rakh sakte h taki koi guest aane wala ho jab aaye tab Garma garam fry kare us waqt please rply mam,7
"Hello Nisha Mam 
Mam kya hum ispe carrot ki jagah capsicum n patagobi dal sakte h",7
Can we make them in oven or grill.. to make it a lil more healthy,7
Thanks,1
Mam bread ke bache hue kono ka kya bnaye,7
"Nishaji ,
We enjoyed 'Dahi ke Shelley ' at our home on Raksha bandhan day.all guests are very surprised with this ever seen recipe
Thank you.",1
dahi thoda kahta hai Kya kre mam mere pass plastic nhi hai or koi tarika hai bread ko monde ka,7
can we make the rolls and keep it in the fridge for later use?,7
"
Thank u so much mam
Apki vjah se hum apni family ko new new recipe bnakr dette hai.
Or mam apka kitchen bhot sohna hai.
ðŸ’–",1
"Hello Nisha Madhulika ji 
I m your  fan & and your all recipe's is so easy and good Thank you",5
Again thanks mam my kids always loves ur recipes,1
"
Thanks",1
thanks nisha aunti ,1
Nisha aunty ji is the best ðŸ™ðŸ¼,4
Apne cottage cheese usi ki hai,7
m gonna try em... mam u r so cute n sweet... the way u talk is so cute... bless u ðŸ˜Š,4
Can I use onion and potato instead of carrot pls rply me ASAP.???,7
Brown bread use kr sakty h kya mam??,7
 healthy..thanku so much mam,1
Thanks.. Mam.  j dish mne khai hai...,1
Bohot achi dish hai so nice tastyBread k kinary kut kiya jaty hai un kinary kut kiya hua ki bhi koi dish ya sakes kaisy bny ge vo bhi btay,7
mam hum ne tha par bana ya  bohot ache baney  thx mam,1
can i fry it with polytheine,7
mam Ye Khane me khatta nahi lagta hai n,7
Namastey Mam... Mene pehli bar yeh try Kiya aur yeh bohot achha bana.... Esa lag Raha tha ki cheese stuffed hai sholo Mai........Thank you so much.......,1
You r India's cooking star,4
mam ap ny es main paneer kon sa dala hai?,7
 manpasand recipe. Thank you very much.I'll must make it.,1
u r really a good person ðŸ‘ŒðŸ‘,4
can I use brown bread instead of white bread??,7
thank thank thank thank you you you you,1
can  make it in advance n fry next day??..pls reply,7
what do you use to chop the vegetables so fine?,7
